Learning Area,Element,Sub-element,Progression level,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV-L6-I03,3,"estimates and rounds natural numbers to the nearest 10 or nearest 100 (e.g. pencils come in a pack of 10, estimate the number of packs required for 127 Year 6 students; to check the reasonableness of their solution to the computation 212 + 195, rounds both numbers to 200)",estimates and rounds natural numbers to the nearest 10 or nearest 100 ,"e.g. pencils come in a pack of 10, estimate the number of packs required for 127 Year 6 students; to check the reasonableness of their solution to the computation 212 + 195, rounds both numbers to 200)",,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV-L6-I04,4,represents and names tenths as one out of 10 equal parts of a whole (e.g. uses a bar model to represent the whole and its parts; uses a straw that has been cut into 10 equal pieces to demonstrate that one piece is one-tenth of a whole straw and 2 pieces are two-tenths of the whole straw),represents and names tenths as one out of 10 equal parts of a whole ,e.g. uses a bar model to represent the whole and its parts; uses a straw that has been cut into 10 equal pieces to demonstrate that one piece is one-tenth of a whole straw and 2 pieces are two-tenths of the whole straw),,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV-L6-I05,5,"represents and names one-tenth as its decimal equivalent 0.1, zero point one","represents and names one-tenth as its decimal equivalent 0.1, zero point one",,,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV-L6-I06,6,extends the place value system to tenths,extends the place value system to tenths,,,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Numeral recognition and identification,NUM-NSA-NPV2-L6-I01,1,"identifies, reads, writes and interprets numerals beyond 1000, applying knowledge of place value, including numerals that contain a zero (e.g.  reads 1345 as one thousand, 3 hundred and 45; reads one thousand and 15 and writes as 1015; compares the size of populations of schools, suburbs, cities and ecosystems or the cost of items in shopping catalogues)","identifies, reads, writes and interprets numerals beyond 1000, applying knowledge of place value, including numerals that contain a zero ","e.g.  reads 1345 as one thousand, 3 hundred and 45; reads one thousand and 15 and writes as 1015; compares the size of populations of schools, suburbs, cities and ecosystems or the cost of items in shopping catalogues)",,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV2-L6-I02,2,"represents, flexibly partitions and renames four-digit numbers into standard and non-standard place value partitions (e.g. uses grid paper to show the size of each digit in 2202; renames 5645 as 3645 and 2000 in order to subtract 1998)","represents, flexibly partitions and renames four-digit numbers into standard and non-standard place value partitions ",e.g. uses grid paper to show the size of each digit in 2202; renames 5645 as 3645 and 2000 in order to subtract 1998),,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV2-L6-I03,3,"estimates and rounds natural numbers to the nearest 10 or nearest 100 (e.g. pencils come in a pack of 10, estimate the number of packs required for 127 Year 6 students; to check the reasonableness of their solution to the computation 212 + 195, rounds both numbers to 200)",estimates and rounds natural numbers to the nearest 10 or nearest 100 ,"e.g. pencils come in a pack of 10, estimate the number of packs required for 127 Year 6 students; to check the reasonableness of their solution to the computation 212 + 195, rounds both numbers to 200)",,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV2-L6-I04,4,represents and names tenths as one out of 10 equal parts of a whole (e.g. uses a bar model to represent the whole and its parts; uses a straw that has been cut into 10 equal pieces to demonstrate that one piece is one-tenth of a whole straw and 2 pieces are two-tenths of the whole straw),represents and names tenths as one out of 10 equal parts of a whole ,e.g. uses a bar model to represent the whole and its parts; uses a straw that has been cut into 10 equal pieces to demonstrate that one piece is one-tenth of a whole straw and 2 pieces are two-tenths of the whole straw),,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,6,Place value,NUM-NSA-NPV2-L6-I05,5,"represents and names one-tenth as its decimal equivalent 0.1, zero point one extends the place value system to tenths","represents and names one-tenth as its decimal equivalent 0.1, zero point one extends the place value system to tenths",,,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Number and place value,7,Numeral recognition and identification,NUM-NSA-NPV-L7-I01,1,"identifies, reads, writes and interprets numerals, beyond 4 digits in length, with spacing after every 3 digits (e.g. 10 204, 25 000 000; 12 230.25; reads 152 450 as “one hundred and 52 thousand 4 hundred and 50”; compares the size of populations for different countries or the cost of expensive items with an advertised selling price in the millions)","identifies, reads, writes and interprets numerals, beyond 4 digits in length, with spacing after every 3 digits ","e.g. 10 204, 25 000 000; 12 230.25; reads 152 450 as “one hundred and 52 thousand 4 hundred and 50”; compares the size of populations for different countries or the cost of expensive items with an advertised selling price in the millions)",,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number and place value,7,Numeral recognition and identification,NUM-NSA-NPV-L7-I02,2,"identifies, reads and writes decimals to one and 2 decimal places (e.g. reads 4.75 as “four point seven five” or 4 and 75 hundredths; writes 4 dollars and 5 cents as $4.05)","identifies, reads and writes decimals to one and 2 decimal places ",e.g. reads 4.75 as “four point seven five” or 4 and 75 hundredths; writes 4 dollars and 5 cents as $4.05),,,,Yes,Yes,,,,,,
